sensor_id,time,temperature,pressure,humidity,gas_resistance,smell
2,621677,30.698322,9.118327,35.961853,51675.414062,air
3,621732,30.947952,9.118201,35.639984,61025.03125,air
4,621788,31.304224,9.120403,34.782959,48724.78125,air
5,621843,30.866491,9.119237,35.468071,42314.050781,air
6,621898,30.702906,9.116511,35.579182,43700.921875,air
7,621953,30.441645,9.117498,35.725941,68965.515625,air
0,624568,30.49226,9.11621,36.434376,67976.632812,air
1,624623,30.605831,9.116119,36.465271,93858.84375,air
2,624677,30.645136,9.118161,36.003014,52149.113281,air
3,624732,30.910019,9.118196,35.624577,61156.234375,air
4,624788,31.284052,9.120178,34.809834,48976.46875,air
5,624843,30.823557,9.119034,35.522114,42230.285156,air
6,624898,30.690319,9.116393,35.583698,43745.726562,air
7,624954,30.421219,9.117655,35.752945,69357.898438,air
0,627568,30.482212,9.116133,36.421703,68085.109375,air
1,627622,30.598194,9.115969,36.406139,94221.570312,air
2,627677,30.614742,9.117997,36.005718,52021.945312,air
3,627732,30.887259,9.118003,35.541538,61376.167969,air
4,627788,31.24118,9.120176,34.747738,49174.03125,air
5,627843,30.775568,9.119083,35.482182,42398.144531,air
6,627898,30.617336,9.116286,35.524055,43880.699219,air
7,627953,30.372715,9.11773,35.707268,69077.171875,air
0,630568,30.436991,9.115821,36.393761,68743.289062,air
1,630622,30.598194,9.115986,36.347824,94065.773438,air
2,630677,30.569157,9.118071,35.960236,51832.355469,air
3,630732,30.887259,9.11802,35.501202,61420.34375,air
4,630788,31.228573,9.120062,34.677166,49004.59375,air
5,630843,30.73263,9.118879,35.44278,42609.855469,air
6,630898,30.589655,9.116382,35.503845,43971.144531,air
7,630953,30.331867,9.117423,35.633343,69189.1875,air
0,633568,30.416891,9.116054,36.432369,68743.289062,air
1,633622,30.567646,9.115999,36.379646,93858.84375,air
2,633677,30.526098,9.117889,35.990776,52308.949219,air
3,633732,30.854382,9.118054,35.509373,61244.019531,air
4,633788,31.198313,9.119797,34.720337,49344.640625,air
5,633843,30.692219,9.118934,35.508739,42609.855469,air
6,633898,30.577072,9.116178,35.537365,44244.730469,air
7,633953,30.311443,9.117579,35.695213,69245.335938,air
0,636568,30.381718,9.11587,36.498508,68909.828125,air
1,636622,30.529459,9.116125,36.42234,93858.84375,air
2,636677,30.490643,9.117925,36.080395,52341.035156,air
3,636732,30.806335,9.118006,35.579399,61420.34375,air
4,636788,31.140314,9.119967,34.754951,49344.640625,air
5,636843,30.631603,9.118856,35.590183,42866.710938,air
6,636898,30.529257,9.116304,35.578899,44153.15625,air
7,636953,30.265491,9.117479,35.742867,69754.765625,air
0,639568,30.326447,9.115779,36.475323,68965.515625,air
1,639622,30.47854,9.116022,36.370411,94325.71875,air
2,639677,30.439991,9.117906,36.051865,52437.527344,air
3,639732,30.773458,9.118164,35.547226,61642.1875,air
4,639788,31.097443,9.119983,34.721779,49316.125,air
5,639843,30.570988,9.118946,35.55481,42652.449219,air
6,639898,30.51919,9.11647,35.543072,44336.683594,air
7,639953,30.227194,9.117495,35.727325,69868.992188,air
0,642568,30.339008,9.115947,36.459183,68965.515625,air
1,642622,30.488724,9.116211,36.359806,94482.375,air
2,642677,30.437458,9.117924,36.045773,52631.578125,air
3,642732,30.786106,9.118083,35.525467,61910.519531,air
4,642788,31.105007,9.119915,34.716759,49459.042969,air
5,642843,30.560883,9.11889,35.594666,42953.019531,air
6,642898,30.561972,9.116162,35.541622,44429.019531,air
7,642953,30.242514,9.117545,35.740524,69527.429688,air
0,645568,30.313885,9.11593,36.474018,69357.898438,air
1,645622,30.47854,9.116303,36.358753,95273.539062,air
2,645677,30.422262,9.118087,36.09668,52664.0625,air
3,645732,30.768402,9.11809,35.529427,61731.371094,air
4,645788,31.105007,9.12004,34.762962,49487.726562,air
5,645844,30.555832,9.11918,35.640884,43126.683594,air
6,645898,30.592173,9.116261,35.538898,44336.683594,air
7,645953,30.268042,9.117536,35.743126,70156.210938,air
0,648568,30.293787,9.116037,36.501011,69077.171875,air
1,648622,30.450537,9.116073,36.402489,94639.554688,air
2,648677,30.394403,9.117977,36.134628,52405.324219,air
3,648732,30.750698,9.118185,35.562195,61910.519531,air
4,648788,31.125183,9.120247,34.770763,49834.535156,air
5,648843,30.558359,9.1191,35.670368,42909.824219,air
6,648898,30.607273,9.116451,35.517235,44429.019531,air
7,648953,30.278254,9.117688,35.767433,70041.039062,air
0,651568,30.258612,9.115908,36.538071,69189.1875,air
1,651622,30.43017,9.116169,36.423698,94849.945312,air
2,651678,30.371609,9.118157,36.173111,52631.578125,air
3,651732,30.730469,9.118207,35.606239,61820.816406,air
4,651788,31.117619,9.120153,34.764233,49660.523438,air
5,651843,30.535625,9.118936,35.697269,43126.683594,air
6,651898,30.607273,9.116591,35.482445,44521.738281,air
7,651953,30.250172,9.117712,35.741302,70156.210938,air
0,654568,30.25359,9.116063,36.566639,69414.320312,air
1,654623,30.397076,9.116248,36.478588,95008.351562,air
2,654677,30.361477,9.118195,36.177891,53056.996094,air
3,654732,30.697596,9.118312,35.59713,62271.953125,air
4,654788,31.110052,9.120239,34.786583,49951.21875,air
5,654843,30.548254,9.11908,35.716095,43345.75,air
6,654898,30.642506,9.116608,35.474422,44568.246094,air
7,654954,30.293573,9.117702,35.751545,70213.929688,air
0,657568,30.246052,9.116076,36.554218,69414.320312,air
1,657622,30.402166,9.116132,36.444126,95808.382812,air
2,657677,30.348812,9.118156,36.188259,52859.796875,air
3,657732,30.700123,9.118331,35.574333,62317.429688,air
4,657788,31.112574,9.120026,34.763729,50127.277344,air
5,657843,30.553305,9.119334,35.704926,43257.855469,air
6,657898,30.667669,9.116424,35.442196,44708.347656,air
7,657953,30.313995,9.117829,35.724548,70387.679688,air
0,660568,30.236002,9.116121,36.541542,69470.828125,air
1,660622,30.394527,9.116332,36.425835,95593.726562,air
2,660677,30.356411,9.118285,36.171543,52761.746094,air
3,660732,30.690008,9.118288,35.579063,62226.542969,air
4,660788,31.125183,9.120283,34.736107,50156.738281,air
5,660843,30.560883,9.119078,35.66478,43345.75,air
6,660898,30.687805,9.116723,35.386276,44708.347656,air
7,660953,30.334421,9.117727,35.691738,70562.296875,air
0,663568,30.198315,9.116148,36.537624,69983.59375,air
1,663622,30.356342,9.116299,36.427708,95970.007812,air
2,663677,30.328552,9.118103,36.174503,53422.371094,air
3,663732,30.672306,9.118348,35.559967,62317.429688,air
4,663788,31.127705,9.12023,34.707481,49921.996094,air
5,663843,30.578562,9.119269,35.649052,43434.0,air
6,663898,30.707937,9.116761,35.324577,44614.847656,air
7,663954,30.359949,9.117859,35.653641,70156.210938,air
0,666568,30.153095,9.116099,36.532928,70041.039062,air
1,666622,30.285059,9.116134,36.408665,95862.195312,air
2,666677,30.300694,9.118374,36.148304,53288.925781,air
3,666733,30.634373,9.118415,35.538826,62868.371094,air
4,666788,31.107533,9.120419,34.665054,50186.238281,air
5,666843,30.560883,9.119358,35.61219,43567.050781,air
6,666898,30.690319,9.116673,35.259075,45086.296875,air
7,666953,30.342077,9.117875,35.570454,70387.679688,air
0,669568,30.158117,9.116084,36.562538,70213.929688,air
1,669623,30.282513,9.116131,36.449211,95970.007812,air
2,669677,30.298161,9.118445,36.14222,53156.144531,air
3,669732,30.621729,9.118228,35.560581,62775.871094,air
4,669788,31.117619,9.120117,34.631424,50097.847656,air
5,669843,30.570988,9.119321,35.595695,43522.613281,air
6,669898,30.70542,9.11667,35.202709,44802.238281,air
7,669953,30.367609,9.117779,35.514961,71032.1875,air
0,672568,30.175705,9.116131,36.581814,70503.992188,air
1,672622,30.300335,9.116365,36.480217,96294.90625,air
2,672677,30.300694,9.118155,36.148304,53388.945312,air
3,672732,30.611614,9.118258,35.571075,63241.105469,air
4,672788,31.102488,9.120236,34.612595,50662.972656,air
5,672843,30.56341,9.119129,35.548191,43700.921875,air
6,672898,30.672705,9.116673,35.17046,44991.210938,air
7,672953,30.334421,9.117745,35.459324,70914.125,air
0,675568,30.173193,9.116111,36.593185,70387.679688,air
1,675623,30.307972,9.116128,36.498508,96294.90625,air
2,675677,30.298161,9.11841,36.165543,53691.273438,air
3,675732,30.624258,9.118388,35.612701,63100.8125,air
4,675788,31.107533,9.120239,34.624645,50274.941406,air
5,675844,30.576038,9.119255,35.549477,43700.921875,air
6,675898,30.645023,9.11661,35.173458,45038.707031,air
7,675953,30.347183,9.117828,35.478035,70914.125,air
0,678568,30.20083,9.116237,36.642612,70329.671875,air
1,678622,30.338522,9.116328,36.548351,96458.179688,air
2,678677,30.318424,9.118229,36.214291,53623.796875,air
3,678732,30.636902,9.118167,35.654339,63334.984375,air
4,678788,31.132748,9.120196,34.667576,50723.203125,air
5,678843,30.613922,9.119168,35.565018,43925.875,air
6,678898,30.665155,9.116579,35.227585,45038.707031,air
7,678953,30.375265,9.117732,35.486691,70914.125,air
0,681568,30.205853,9.116083,36.678062,70503.992188,air
1,681622,30.348705,9.116395,36.625282,96567.335938,air
2,681678,30.320957,9.118194,36.267067,53489.34375,air
3,681732,30.654606,9.118444,35.731113,63054.1875,air
4,681788,31.15292,9.12035,34.715786,50423.476562,air
5,681843,30.629078,9.119385,35.613293,43880.699219,air
6,681898,30.692837,9.116518,35.270916,45229.683594,air
7,681953,30.395691,9.11793,35.523617,71032.1875,air
0,684568,30.205853,9.116435,36.718815,70855.242188,air
1,684622,30.351252,9.116557,36.63723,96458.179688,air
2,684677,30.320957,9.118356,36.313763,53725.078125,air
3,684732,30.641958,9.118545,35.752895,63241.105469,air
4,684788,31.155445,9.120495,34.716038,50693.070312,air
5,684843,30.636654,9.119653,35.625759,43835.617188,air
6,684898,30.728069,9.116745,35.268688,45181.785156,air
7,684953,30.413563,9.118125,35.537048,71032.1875,air
0,687568,30.203342,9.116203,36.706913,70329.671875,air
1,687622,30.335978,9.11636,36.612282,96676.734375,air
2,687677,30.323486,9.118212,36.314018,53623.796875,air
3,687732,30.641958,9.118312,35.758667,62822.085938,air
4,687788,31.173096,9.120307,34.729359,50483.140625,air
5,687843,30.649282,9.119273,35.603668,44016.507812,air
6,687898,30.773371,9.116703,35.267483,45038.707031,air
7,687953,30.446751,9.118017,35.505566,71329.0625,air
0,690568,30.20083,9.116289,36.712467,70387.679688,air
1,690622,30.335978,9.1165,36.600605,96951.335938,air
2,690677,30.328552,9.118212,36.302872,53962.902344,air
3,690732,30.649546,9.118246,35.742134,63194.273438,air
4,690788,31.218485,9.120399,34.699257,50542.941406,air
5,690843,30.687168,9.119524,35.59,43925.875,air
6,690898,30.801052,9.116554,35.241329,45325.777344,air
7,690953,30.479939,9.117945,35.479893,71568.351562,air
0,693568,30.198315,9.116095,36.718029,70855.242188,air
1,693622,30.325794,9.116241,36.611225,97227.5,air
2,693677,30.346283,9.118339,36.31638,53623.796875,air
3,693732,30.644489,9.118117,35.764694,63147.507812,air
4,693788,31.183182,9.1204,34.695721,51026.511719,air
5,693843,30.682117,9.119346,35.612865,44061.960938,air
6,693898,30.760788,9.116708,35.225674,45422.285156,air
7,693953,30.459515,9.117819,35.472012,71269.484375,air
0,696568,30.205853,9.116065,36.765404,70620.6875,air
1,696622,30.3207,9.116287,36.704117,96676.734375,air
2,696677,30.34375,9.118284,36.356987,53928.796875,air
3,696732,30.647018,9.118386,35.782257,63100.8125,air
4,696788,31.190746,9.120026,34.748459,50783.574219,air
5,696843,30.7099,9.119127,35.633232,43971.144531,air
6,696898,30.770853,9.116717,35.284607,45277.679688,air
7,696953,30.490149,9.117849,35.533215,71210.015625,air
0,699568,30.24354,9.116108,36.874226,70620.6875,air
1,699622,30.348705,9.116202,36.81221,96841.3125,air
2,699677,30.371609,9.118139,36.459187,53962.902344,air
3,699732,30.652075,9.118176,35.898216,63382.023438,air
4,699788,31.188227,9.120169,34.829102,51026.511719,air
5,699843,30.717478,9.119205,35.721699,44198.894531,air
6,699898,30.75827,9.116599,35.381836,45133.992188,air
7,699953,30.50802,9.117581,35.616402,71568.351562,air
0,702568,30.241024,9.116178,36.938091,70737.773438,air
1,702622,30.348705,9.116027,36.858974,96841.3125,air
2,702677,30.379206,9.118267,36.512569,53758.925781,air
3,702732,30.657131,9.118126,35.962265,63147.507812,air
4,702788,31.198313,9.12012,34.870583,50935.136719,air
5,702843,30.735157,9.119063,35.746902,44153.15625,air
6,702898,30.730587,9.116522,35.40221,45277.679688,air
7,702953,30.510574,9.117763,35.616665,71508.382812,air
0,705568,30.263638,9.115947,36.911308,70620.6875,air
1,705622,30.346157,9.116022,36.864555,97006.445312,air
2,705677,30.386805,9.118195,36.484135,53590.121094,air
3,705733,30.644489,9.118189,35.955193,63523.574219,air
4,705788,31.155445,9.120135,34.837368,50874.402344,air
5,705843,30.730106,9.119259,35.66452,44198.894531,air
6,705898,30.677738,9.116434,35.379459,45373.980469,air
7,705953,30.477386,9.117728,35.555161,71269.484375,air
0,708568,30.281223,9.116153,36.866505,70679.179688,air
1,708623,30.363979,9.115957,36.796272,96458.179688,air
2,708677,30.404531,9.118176,36.410007,53894.738281,air
3,708732,30.659662,9.118092,35.898994,63760.898438,air
4,708788,31.178137,9.120199,34.787632,50783.574219,air
5,708843,30.757889,9.119188,35.597218,44153.15625,air
6,708898,30.69787,9.116488,35.369907,45519.203125,air
7,708953,30.492702,9.117674,35.521858,71991.0,air
0,711568,30.291271,9.116036,36.785976,70973.109375,air
1,711622,30.391983,9.116136,36.740765,96951.335938,air
2,711677,30.41213,9.118249,36.358227,54099.746094,air
3,711732,30.679892,9.1183,35.83757,63429.136719,air
4,711788,31.208399,9.120196,34.756004,50723.203125,air
5,711843,30.770517,9.119205,35.545918,44061.960938,air
6,711898,30.723038,9.116496,35.343487,45714.285156,air
7,711953,30.513126,9.117729,35.477455,71329.0625,air
0,714568,30.288761,9.116052,36.739109,71032.1875,air
1,714622,30.394527,9.116103,36.676769,97116.84375,air
2,714677,30.41213,9.11814,36.317352,53962.902344,air
3,714732,30.692535,9.118255,35.821548,63665.753906,air
4,714788,31.218485,9.120309,34.716583,51118.210938,air
5,714844,30.775568,9.119308,35.517223,44429.019531,air
6,714898,30.73562,9.116367,35.29842,45861.699219,air
7,714953,30.518234,9.11777,35.448933,71869.734375,air
0,717568,30.298809,9.116252,36.728512,71329.0625,air
1,717623,30.402166,9.116132,36.654209,97282.921875,air
2,717677,30.417196,9.118013,36.317875,54306.320312,air
3,717732,30.692535,9.118023,35.815777,63618.289062,air
4,717788,31.243704,9.120176,34.690228,51240.992188,air
5,717843,30.783146,9.119294,35.51215,44475.332031,air
6,717898,30.768337,9.116522,35.290138,45763.316406,air
7,717953,30.520786,9.117648,35.420158,71628.429688,air
0,720568,30.298809,9.116147,36.722691,71748.882812,air
1,720622,30.414896,9.116272,36.661377,96896.289062,air
2,720677,30.427326,9.118032,36.272224,54375.53125,air
3,720732,30.705181,9.118191,35.782444,63808.574219,air
4,720788,31.243704,9.120285,34.672905,51148.851562,air
5,720843,30.783146,9.11922,35.482948,44244.730469,air
6,720898,30.778402,9.11655,35.262203,46010.066406,air
7,720953,30.528446,9.117974,35.409321,72234.765625,air
0,723568,30.258612,9.116048,36.660267,71329.0625,air
1,723622,30.361435,9.116323,36.614933,97728.570312,air
2,723677,30.401999,9.11805,36.234585,54444.917969,air
3,723732,30.667248,9.11822,35.74971,64000.0,air
4,723788,31.221008,9.120202,34.624443,51519.421875,air
5,723843,30.780619,9.11928,35.424301,44290.65625,air
6,723898,30.793503,9.116495,35.22319,45861.699219,air
7,723953,30.536102,9.117787,35.375267,71748.882812,air
0,726568,30.238514,9.11607,36.623253,71508.382812,air
1,726622,30.333429,9.116217,36.588673,97616.78125,air
2,726677,30.404531,9.118358,36.199837,54689.167969,air
3,726732,30.662191,9.118164,35.708817,63952.035156,air
4,726788,31.243704,9.120193,34.61517,51210.242188,air
5,726843,30.80335,9.119295,35.426613,44568.246094,air
6,726898,30.828735,9.116529,35.197803,45861.699219,air
7,726953,30.571844,9.117841,35.361469,71869.734375,air
0,729568,30.248562,9.116095,36.624306,71688.601562,air
1,729622,30.323248,9.116114,36.575939,97338.40625,air
2,729677,30.41213,9.118086,36.171452,54654.140625,air
3,729732,30.677364,9.118229,35.698837,64337.773438,air
4,729788,31.268921,9.120099,34.594601,51519.421875,air
5,729843,30.82103,9.119226,35.405064,44614.847656,air
6,729898,30.869003,9.116465,35.15556,45812.457031,air
7,729953,30.597376,9.117972,35.340843,72357.265625,air
0,744568,30.328959,9.115851,39.185001,8579.088867,sanitizer
1,744622,30.41235,9.116127,39.869892,11404.133789,sanitizer
2,744677,30.457718,9.118232,37.924255,9029.345703,sanitizer
3,744732,30.720356,9.118255,37.904419,6849.314941,sanitizer
4,744788,31.377354,9.120401,36.294594,5684.846191,sanitizer
5,744843,30.906902,9.11922,37.186966,5684.846191,sanitizer
6,744898,30.957087,9.11627,37.110298,5684.846191,sanitizer
7,744953,30.681622,9.117436,37.847992,5684.846191,sanitizer
0,747568,30.371668,9.116286,39.859417,5684.846191,sanitizer
1,747622,30.427624,9.11613,40.69574,5684.846191,sanitizer
2,747677,30.495708,9.118197,39.130241,5684.846191,sanitizer
3,747732,30.740585,9.118267,39.334011,5684.846191,sanitizer
4,747788,31.400049,9.120645,38.559834,5684.846191,sanitizer
5,747843,30.934687,9.119563,39.132423,5684.846191,sanitizer
6,747898,30.962118,9.116676,39.122223,5684.846191,sanitizer
7,747953,30.714809,9.117718,39.702278,5684.846191,sanitizer
0,750568,30.442013,9.116404,41.75489,5684.846191,sanitizer
1,750622,30.486179,9.116718,42.544716,5684.846191,sanitizer
2,750677,30.564091,9.118724,41.11092,5684.846191,sanitizer
3,750732,30.791162,9.118584,41.238678,5684.846191,sanitizer
4,750788,31.435354,9.121038,40.169807,5684.846191,sanitizer
5,750843,30.982676,9.119758,40.626659,5684.846191,sanitizer
6,750898,30.994837,9.116727,40.47279,5684.846191,sanitizer
7,750953,30.735235,9.117525,40.805923,5684.846191,sanitizer
0,753568,30.48975,9.116525,43.263035,5684.846191,sanitizer
1,753622,30.524364,9.116945,43.971756,5684.846191,sanitizer
2,753677,30.591949,9.118469,42.242752,5684.846191,sanitizer
3,753732,30.816448,9.118813,42.391529,5684.846191,sanitizer
4,753788,31.407614,9.120792,40.507706,5684.846191,sanitizer
5,753843,30.985203,9.119733,40.904594,5684.846191,sanitizer
6,753898,30.972187,9.116686,40.62587,5684.846191,sanitizer
7,753953,30.750553,9.117824,40.66959,5724.507812,sanitizer
0,756568,30.504822,9.11657,44.316654,5684.846191,sanitizer
1,756622,30.529459,9.116899,44.773918,5684.846191,sanitizer
2,756677,30.627407,9.118851,43.212555,5684.846191,sanitizer
3,756732,30.834152,9.118915,43.23103,5684.846191,sanitizer
4,756788,31.410135,9.120721,40.543941,5684.846191,sanitizer
5,756843,31.018036,9.119749,41.011089,5684.846191,sanitizer
6,756898,30.974701,9.116812,40.470501,5684.846191,sanitizer
7,756953,30.778635,9.117479,40.367004,5684.846191,sanitizer
0,759568,30.519897,9.116792,44.434399,5684.846191,sanitizer
1,759622,30.539642,9.116913,44.836506,5684.846191,sanitizer
2,759677,30.657797,9.118924,43.4417,5684.846191,sanitizer
3,759732,30.849325,9.11887,43.541134,5684.846191,sanitizer
4,759788,31.430309,9.120838,40.199112,5684.846191,sanitizer
5,759843,31.05592,9.119849,40.604836,5684.846191,sanitizer
6,759898,31.002386,9.116926,39.900131,5684.846191,sanitizer
7,759953,30.832249,9.118048,39.655712,7230.004395,sanitizer
0,762568,30.517384,9.117,43.411873,5684.846191,sanitizer
1,762622,30.511637,9.117122,43.842079,5684.846191,sanitizer
2,762677,30.662863,9.118942,42.481361,5684.846191,sanitizer
3,762732,30.824036,9.118979,42.626961,5684.846191,sanitizer
4,762788,31.410135,9.121169,39.457184,5684.846191,sanitizer
5,762843,31.05592,9.119943,39.858704,5684.846191,sanitizer
